numero,codigo,nombre,grupo,descripcion
1271,"0253","CIERRE DE SUCURSAL DE EMPRESA UNIPERSONAL CONSTITUIDA EN BOLIVIA",C16_tipo_tramite,"CIERRE DE SUCURSAL DE EMPRESA UNIPERSONAL CONSTITUIDA EN BOLIVIA"
1272,"0257","DISMINUCION DE CAPITAL PARA SOCIEDAD COMERCIAL",C16_tipo_tramite,"DISMINUCION DE CAPITAL PARA SOCIEDAD COMERCIAL"
1273,"0258","RESOLUCIONES JUDICIALES, DEMANDAS Y/O CANCELACIONES",C16_tipo_tramite,"RESOLUCIONES JUDICIALES, DEMANDAS Y/O CANCELACIONES"
1274,"0259","MODIFICACION DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL",C16_tipo_tramite,"MODIFICACION DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL"
1275,"0260","APERTURA DE OFICINA DE ENTIDAD ASEGURADORA/ REASEGURADORA",C16_tipo_tramite,"APERTURA DE OFICINA DE ENTIDAD ASEGURADORA/ REASEGURADORA"
1276,"0261","ESCISION DE SOCIEDADES",C16_tipo_tramite,"ESCISION DE SOCIEDADES"
1277,"0262","INSCRIPCION DE CONTRATOS DE RIESGO COMPARTIDO ENTRE NO COMERCIANTES",C16_tipo_tramite,"INSCRIPCION DE CONTRATOS DE RIESGO COMPARTIDO ENTRE NO COMERCIANTES"
1278,"0263","REGISTRO DE OTORGAMIENTO DE PODER Y/O DE REVOCATORIA PARA CONTRATO DE RIESG O COMPARTIDO ENTRE NO COMERCIANTES",C16_tipo_tramite,"REGISTRO DE OTORGAMIENTO DE PODER Y/O DE REVOCATORIA PARA CONTRATO DE RIESG O COMPARTIDO ENTRE NO COMERCIANTES"
1279,"0264","INSCRIPCION DE ENTIDAD FINANCIERA DE VIVIENDA",C16_tipo_tramite,"INSCRIPCION DE ENTIDAD FINANCIERA DE VIVIENDA"
1280,"027",TRANSFORMACION,C16_tipo_tramite,TRANSFORMACION
1281,"0275","INSCRIPCION EMPRESA ESTATAL",C16_tipo_tramite,"INSCRIPCION EMPRESA ESTATAL"
1282,"0276","INSCRIPCION EMPRESA ESTATAL MIXTA",C16_tipo_tramite,"INSCRIPCION EMPRESA ESTATAL MIXTA"
1283,"0277","INSCRIPCION EMPRESA MIXTA",C16_tipo_tramite,"INSCRIPCION EMPRESA MIXTA"
1284,"0278","INSCRIPCION EMPRESA ESTATAL INTERGUBERNAMENTAL",C16_tipo_tramite,"INSCRIPCION EMPRESA ESTATAL INTERGUBERNAMENTAL"
1285,"0279","AUMENTO DE CAPITAL PARA UNIPERSONAL",C16_tipo_tramite,"AUMENTO DE CAPITAL PARA UNIPERSONAL"
1286,"028","FUSION DE SOCIEDADES",C16_tipo_tramite,"FUSION DE SOCIEDADES"
1287,"0280","AUMENTO DE CAPITAL SUSCRITO Y/O PAGADO",C16_tipo_tramite,"AUMENTO DE CAPITAL SUSCRITO Y/O PAGADO"
1288,"0281","APERTURA DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA / APERTUR A DE AGENCIA DE ENTIDAD FINANCIERA",C16_tipo_tramite,"APERTURA DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA / APERTUR A DE AGENCIA DE ENTIDAD FINANCIERA"
1289,"0282","CIERRE DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA / CIERRE DE AGENCIA DE ENTIDAD FINANCIERA",C16_tipo_tramite,"CIERRE DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA / CIERRE DE AGENCIA DE ENTIDAD FINANCIERA"
1290,"0283","DISMINUCION DE CAPITAL PARA EMPRESA UNIPERSONAL",C16_tipo_tramite,"DISMINUCION DE CAPITAL PARA EMPRESA UNIPERSONAL"
1291,"0284","DISOLUCION DE SOCIEDAD COMERCIAL",C16_tipo_tramite,"DISOLUCION DE SOCIEDAD COMERCIAL"
1292,"0285","LIQUIDACION DE SOCIEDAD COMERCIAL Y CONSIGUIENTE CANCELACION DE MATRICULA D E MATRICULA DE COMERCIO",C16_tipo_tramite,"LIQUIDACION DE SOCIEDAD COMERCIAL Y CONSIGUIENTE CANCELACION DE MATRICULA D E MATRICULA DE COMERCIO"
1293,"029","APERTURA DE SUCURSAL DE EMPRESA UNIPERSONAL CONSTITUIDAS EN BOLIVIA",C16_tipo_tramite,"APERTURA DE SUCURSAL DE EMPRESA UNIPERSONAL CONSTITUIDAS EN BOLIVIA"
1294,"0347","CAMBIOS OPERATIVOS",C16_tipo_tramite,"CAMBIOS OPERATIVOS"
1295,"036","ACTUALIZACION DE MATRICULA",C16_tipo_tramite,"ACTUALIZACION DE MATRICULA"
1296,"0415","CAMBIO DE DIRECCION",C16_tipo_tramite,"CAMBIO DE DIRECCION"
1297,"0416","CAMBIO DE RUC",C16_tipo_tramite,"CAMBIO DE RUC"
1298,"0417","CAMBIO DE SISTEMA CONTABLE",C16_tipo_tramite,"CAMBIO DE SISTEMA CONTABLE"
1299,"0465","PUBLICACION DE INSTRUMENTOS DE CONSTITUCION",C16_tipo_tramite,"PUBLICACION DE INSTRUMENTOS DE CONSTITUCION"
1300,"0466","PUBLICACION DE INSTRUMENTOS DE EMPRESAS CONSTITUIDAS",C16_tipo_tramite,"PUBLICACION DE INSTRUMENTOS DE EMPRESAS CONSTITUIDAS"
1301,"0467","PUBLICACION DE TRANSFERENCIAS DE EMPRESA Y CAMBIOS DE DIRECCION",C16_tipo_tramite,"PUBLICACION DE TRANSFERENCIAS DE EMPRESA Y CAMBIOS DE DIRECCION"
1302,"0468","PUBLICACION DE CONVOCATORIAS Y AVISOS",C16_tipo_tramite,"PUBLICACION DE CONVOCATORIAS Y AVISOS"
1303,"0469","PUBLICACION DE MEMORIA ANUAL",C16_tipo_tramite,"PUBLICACION DE MEMORIA ANUAL"
1304,"0470","PUBLICACION DE BALANCES PARA LA EMISION DE BONOS",C16_tipo_tramite,"PUBLICACION DE BALANCES PARA LA EMISION DE BONOS"
1305,"0474","PUBLICACION DE PROYECTO DE DISTRIBUCION DE PATRIMONIO",C16_tipo_tramite,"PUBLICACION DE PROYECTO DE DISTRIBUCION DE PATRIMONIO"
1306,"0530","RESELLADO DE DOCUMENTO REGISTRADO",C16_tipo_tramite,"RESELLADO DE DOCUMENTO REGISTRADO"
1307,"0536","LEGALIZACION DE DOCUMENTOS",C16_tipo_tramite,"LEGALIZACION DE DOCUMENTOS"
1308,"01",ACTA,C17_tipo_documento,ACTA
1309,"02","ESCRITURA PUBLICA",C17_tipo_documento,"ESCRITURA PUBLICA"
1310,"03","RESOLUCION JUDICIAL",C17_tipo_documento,"RESOLUCION JUDICIAL"
1311,"04",OFICIO,C17_tipo_documento,OFICIO
1312,"05","TESTIMONIO JUDICIAL",C17_tipo_documento,"TESTIMONIO JUDICIAL"
1313,"06","DOCUMENTO PRIVADO",C17_tipo_documento,"DOCUMENTO PRIVADO"
1314,"07","TESTIMONIO DE CONSTITUCION DE FIANZA",C17_tipo_documento,"TESTIMONIO DE CONSTITUCION DE FIANZA"
1315,"08",FORMULARIO,C17_tipo_documento,FORMULARIO
1316,"09","TESTIMONIO DE CANCELACION DE FIANZA",C17_tipo_documento,"TESTIMONIO DE CANCELACION DE FIANZA"
1317,"10","DOCUMENTO DE DESIGNACION",C17_tipo_documento,"DOCUMENTO DE DESIGNACION"
1318,"11","LIQUIDACION DE SOCIEDAD CONYUGAL",C17_tipo_documento,"LIQUIDACION DE SOCIEDAD CONYUGAL"
1319,"12","CAPITULACION DE SOCIEDAD CONYUGAL",C17_tipo_documento,"CAPITULACION DE SOCIEDAD CONYUGAL"
1320,"13","MEMORIA ANUAL",C17_tipo_documento,"MEMORIA ANUAL"
1321,"14","ANOTACION PREVENTIVA Y/O EMBARGO",C17_tipo_documento,"ANOTACION PREVENTIVA Y/O EMBARGO"
1322,"15","LINEA DE CREDITO",C17_tipo_documento,"LINEA DE CREDITO"
1323,"16","JOINT VENTURE",C17_tipo_documento,"JOINT VENTURE"
1324,"17",LEASING,C17_tipo_documento,LEASING
1325,"18","TESTIMONIO DE REVOCATORIA",C17_tipo_documento,"TESTIMONIO DE REVOCATORIA"
1326,"19","TESTIMONIO DE DECLARACION UNILATERAL PARA EMITIR BONOS",C17_tipo_documento,"TESTIMONIO DE DECLARACION UNILATERAL PARA EMITIR BONOS"
1327,"20","RESOLUCION JUDICIAL DE INHABILITACION",C17_tipo_documento,"RESOLUCION JUDICIAL DE INHABILITACION"
1328,"21","RESOLUCION JUDICIAL DE EMANCIPACION",C17_tipo_documento,"RESOLUCION JUDICIAL DE EMANCIPACION"
1329,"22","RESOLUCION JUDICIAL DE HABILITACION",C17_tipo_documento,"RESOLUCION JUDICIAL DE HABILITACION"
1330,"23","BALANCE DE GESTION",C17_tipo_documento,"BALANCE DE GESTION"
1331,"24","RESOLUCION JUDICIAL DE INTERDICCION",C17_tipo_documento,"RESOLUCION JUDICIAL DE INTERDICCION"
1332,"25","RESOLUCION JUDICIAL DE INCAPACIDAD PARA EJERCICIO DEL COMERCIO",C17_tipo_documento,"RESOLUCION JUDICIAL DE INCAPACIDAD PARA EJERCICIO DEL COMERCIO"
1333,"26","DOCUMENTO COMERCIAL",C17_tipo_documento,"DOCUMENTO COMERCIAL"
1334,"27","TITULO VALOR",C17_tipo_documento,"TITULO VALOR"
1335,"28","TESTIMONIO DE ACLARATIVA, MODIFICACION Y/O COMPLEMENTACION",C17_tipo_documento,"TESTIMONIO DE ACLARATIVA, MODIFICACION Y/O COMPLEMENTACION"
1336,"29","CONTRATO DE PRESTAMO",C17_tipo_documento,"CONTRATO DE PRESTAMO"
1337,"30",TESTIMONIO,C17_tipo_documento,TESTIMONIO
1338,"31","TESTIMONIO DE CONSTITUCION",C17_tipo_documento,"TESTIMONIO DE CONSTITUCION"
1339,"32","TESTIMONIO DE PODER",C17_tipo_documento,"TESTIMONIO DE PODER"
1340,"33","TESTIMONIO DE PODER",C17_tipo_documento,"TESTIMONIO DE PODER"
1341,"34","TESTIMONIO DE RESOLUCION PARA ESTABLECER SUCURSAL",C17_tipo_documento,"TESTIMONIO DE RESOLUCION PARA ESTABLECER SUCURSAL"
1342,"35","TESTIMONIO DE AUTORIZACION PARA ESTABLECER SUCURSAL",C17_tipo_documento,"TESTIMONIO DE AUTORIZACION PARA ESTABLECER SUCURSAL"
1343,"36","TESTIMONIO DEFINITIVO DE FUSION",C17_tipo_documento,"TESTIMONIO DEFINITIVO DE FUSION"
1344,"37","TESTIMONIO DE APERTURA DE SUCURSAL",C17_tipo_documento,"TESTIMONIO DE APERTURA DE SUCURSAL"
1345,"38","TESTIMONIO DE APERTURA DE AGENCIA",C17_tipo_documento,"TESTIMONIO DE APERTURA DE AGENCIA"
1346,"39","TESTIMONIO AUMENTO/DISMINUCION DE CAPITAL",C17_tipo_documento,"TESTIMONIO AUMENTO/DISMINUCION DE CAPITAL"
1347,"40","TESTIMONIO DE AUTORIDAD COMPETENTE",C17_tipo_documento,"TESTIMONIO DE AUTORIDAD COMPETENTE"
1348,"41","TESTIMONIO DE PODER DE LIQUIDADOR",C17_tipo_documento,"TESTIMONIO DE PODER DE LIQUIDADOR"
1349,"42","TESTIMONIO DE TRANSFORMACION",C17_tipo_documento,"TESTIMONIO DE TRANSFORMACION"
1350,"43",ESTATUTOS,C17_tipo_documento,ESTATUTOS
1351,"44",MEMORIAL,C17_tipo_documento,MEMORIAL
1352,"45","RESOLUCION ADMINISTRATIVA",C17_tipo_documento,"RESOLUCION ADMINISTRATIVA"
1353,"46","MATRICULA DE COMERCIO",C17_tipo_documento,"MATRICULA DE COMERCIO"
1354,"47","TESTIMONIO DE TRANSFERENCIA DE CUOTAS DE CAPITAL",C17_tipo_documento,"TESTIMONIO DE TRANSFERENCIA DE CUOTAS DE CAPITAL"
1355,"48","ACTUALIZACION DE MATRICULA",C17_tipo_documento,"ACTUALIZACION DE MATRICULA"
1356,"49",ACCIONES,C17_tipo_documento,ACCIONES
1357,"50","RESOLUCION SUPREMA",C17_tipo_documento,"RESOLUCION SUPREMA"
1358,"51","RESOLUCION MINISTERIAL",C17_tipo_documento,"RESOLUCION MINISTERIAL"
1359,"52","TESTIMONIO DE CONSTITUCION Y CANCELACION DE FIANZA",C17_tipo_documento,"TESTIMONIO DE CONSTITUCION Y CANCELACION DE FIANZA"
1360,"53","GACETA OFICIAL",C17_tipo_documento,"GACETA OFICIAL"
1361,"56","TESTIMONIO DE TRANSFORMACION DE MUTUAL DE AHORRO Y PRESTAMO",C17_tipo_documento,"TESTIMONIO DE TRANSFORMACION DE MUTUAL DE AHORRO Y PRESTAMO"
1362,"60","TESTIMONIO DE REPRESENTACION PERMANENTE",C17_tipo_documento,"TESTIMONIO DE REPRESENTACION PERMANENTE"
1363,"61","TESTIMONIO DE AUMENTO DE CAPITAL",C17_tipo_documento,"TESTIMONIO DE AUMENTO DE CAPITAL"
1364,"62","TESTIMONIO DE DISMINUCION DE CAPITAL",C17_tipo_documento,"TESTIMONIO DE DISMINUCION DE CAPITAL"
1365,"63","TESTIMONIO DE TRANSFERENCIA DE EMPRESA UNIPERSONAL",C17_tipo_documento,"TESTIMONIO DE TRANSFERENCIA DE EMPRESA UNIPERSONAL"
1366,"64","TESTIMONIO DE REVOCATORIA Y NUEVO OTORGAMIENTO",C17_tipo_documento,"TESTIMONIO DE REVOCATORIA Y NUEVO OTORGAMIENTO"
1367,"65","TESTIMONIO DE CONSTITUCION DE GRAVAMEN",C17_tipo_documento,"TESTIMONIO DE CONSTITUCION DE GRAVAMEN"
1368,"66","TESTIMONIO DE PROGRAMA DE FUNDACION",C17_tipo_documento,"TESTIMONIO DE PROGRAMA DE FUNDACION"
1369,"67","TESTIMONIO DE ACTO OCASIONAL",C17_tipo_documento,"TESTIMONIO DE ACTO OCASIONAL"
1370,"68","TESTIMONIO DE DISOLUCION Y LIQUIDACION DE SOCIEDAD COMERCIAL",C17_tipo_documento,"TESTIMONIO DE DISOLUCION Y LIQUIDACION DE SOCIEDAD COMERCIAL"
1371,"69","TESTIMONIO DE CIERRE DE SUCURSAL O REP. PERMANENTE",C17_tipo_documento,"TESTIMONIO DE CIERRE DE SUCURSAL O REP. PERMANENTE"
1372,"70","ACTA DE ASAMBLEA ORDINARIA",C17_tipo_documento,"ACTA DE ASAMBLEA ORDINARIA"
1373,"71","ACTA ASAMBLEA EXTRAORDINARIA",C17_tipo_documento,"ACTA ASAMBLEA EXTRAORDINARIA"
1374,"72","ACTA DE JUNTA ORDINARIA",C17_tipo_documento,"ACTA DE JUNTA ORDINARIA"
1375,"73","ACTA DE JUNTA EXTRAORDINARIA",C17_tipo_documento,"ACTA DE JUNTA EXTRAORDINARIA"
1376,"74","ACTA DE REUNION DE DIRECTORIO",C17_tipo_documento,"ACTA DE REUNION DE DIRECTORIO"
1377,"75","ACTA NOTARIADA",C17_tipo_documento,"ACTA NOTARIADA"
1378,"76","ACTA JUNTA DE ACREEDORES",C17_tipo_documento,"ACTA JUNTA DE ACREEDORES"
1379,"77","OFICIO JUDICIAL",C17_tipo_documento,"OFICIO JUDICIAL"
1380,"78","ACTA DE FUNDACION",C17_tipo_documento,"ACTA DE FUNDACION"
1381,"81","COPIA LEGALIZADA NOTARIAL",C17_tipo_documento,"COPIA LEGALIZADA NOTARIAL"
1382,"82","COPIA LEGALIZADA NOTARIAL DE APERTURA DE SUCURSAL",C17_tipo_documento,"COPIA LEGALIZADA NOTARIAL DE APERTURA DE SUCURSAL"
1383,"83","COPIA LEGALIZADA NOTARIAL DE APERTURA DE AGENCIA",C17_tipo_documento,"COPIA LEGALIZADA NOTARIAL DE APERTURA DE AGENCIA"
1384,"85","TESTIMONIO DE DISOLUCION DE SOCIEDAD COMERCIAL",C17_tipo_documento,"TESTIMONIO DE DISOLUCION DE SOCIEDAD COMERCIAL"
1385,"86","TESTIMONIO DE LIQUIDACION DE SOCIEDAD COMERCIAL",C17_tipo_documento,"TESTIMONIO DE LIQUIDACION DE SOCIEDAD COMERCIAL"
1386,"87","FORMULARIO DE REGISTRO DE AUXILIARES DE COMERCIO",C17_tipo_documento,"FORMULARIO DE REGISTRO DE AUXILIARES DE COMERCIO"
1387,"88","FORMULARIO DE REGISTRO DE AUXILIAR DE COMERCIO",C17_tipo_documento,"FORMULARIO DE REGISTRO DE AUXILIAR DE COMERCIO"
1388,"89","COPIA LEGALIZADA NOTARIAL DE APERTURA DE OFICINA",C17_tipo_documento,"COPIA LEGALIZADA NOTARIAL DE APERTURA DE OFICINA"
1389,"90","TESTIMONIO DE MODIFICACION DE GRAVAMEN",C17_tipo_documento,"TESTIMONIO DE MODIFICACION DE GRAVAMEN"
1390,"91","TESTIMONIO DE CANCELACION DE GRAVAMEN",C17_tipo_documento,"TESTIMONIO DE CANCELACION DE GRAVAMEN"
1391,"92","CERTIFICADO DE REGISTRO OBLIGATORIO DE EMPLEADORES",C17_tipo_documento,"CERTIFICADO DE REGISTRO OBLIGATORIO DE EMPLEADORES"
1392,"93","CONSTITUCION DE GRAVAMEN Y CANCELACION DE GRAVAMEN",C17_tipo_documento,"CONSTITUCION DE GRAVAMEN Y CANCELACION DE GRAVAMEN"
1393,"94","MODIFICACION DE GRAVAMEN Y CANCELACION DE GRAVAMEN",C17_tipo_documento,"MODIFICACION DE GRAVAMEN Y CANCELACION DE GRAVAMEN"
1394,"96","TESTIMONIO DE ESCISION",C17_tipo_documento,"TESTIMONIO DE ESCISION"
1395,"99","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C17_tipo_documento,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1396,F,FEMENINO,C18_genero,FEMENINO
1397,M,MASCULINO,C18_genero,MASCULINO
1398,"000001",FUNDEMPRESA,C21_origen_tramite,FUNDEMPRESA
1399,"000002",RECSA/SENAREC,C21_origen_tramite,RECSA/SENAREC
1400,"000003","PRESIDENCIA DE LA REPUBLICA",C21_origen_tramite,"PRESIDENCIA DE LA REPUBLICA"
1401,"000004","SUPERINTENDENCIA DE EMPRESAS",C21_origen_tramite,"SUPERINTENDENCIA DE EMPRESAS"
1402,"000005","SOCIEDAD COMERCIAL",C21_origen_tramite,"SOCIEDAD COMERCIAL"
1403,"000006",SOLICITANTE,C21_origen_tramite,SOLICITANTE
1404,"000007","INTERVENTOR LIQUIDADOR",C21_origen_tramite,"INTERVENTOR LIQUIDADOR"
1405,"000008","UNIVERSIDAD DE SAN FRANSISCO XAVIER",C21_origen_tramite,"UNIVERSIDAD DE SAN FRANSISCO XAVIER"
1406,"000009",DIRECTORIO,C21_origen_tramite,DIRECTORIO
1407,"030000","PREFECTURA DEL DEPARTAMENTO DE LA PAZ",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE LA PAZ"
1408,"030001","PREFECTURA DEL DEPARTAMENTO DE COCHABAMBA",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE COCHABAMBA"
1409,"030002","PREFECTURA DEL DEPARTAMENTO DE SANTA CRUZ",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE SANTA CRUZ"
1410,"030003","PREFECTURA DEL DEPARTAMENTO DE CHUQUISACA",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE CHUQUISACA"
1411,"030004","PREFECTURA DEL DEPARTAMENTO DE ORURO",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE ORURO"
1412,"030005","PREFECTURA DEL DEPARTAMENTO DE POTOSI",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE POTOSI"
1413,"030006","PREFECTURA DEL DEPARTAMENTO DE BENI",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE BENI"
1414,"030007","PREFECTURA DEL DEPARTAMENTO DE PANDO",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE PANDO"
1415,"030008","PREFECTURA DEL DEPARTAMENTO DE TARIJA",C21_origen_tramite,"PREFECTURA DEL DEPARTAMENTO DE TARIJA"
1416,"030009","GOBIERNO MUNICIPAL",C21_origen_tramite,"GOBIERNO MUNICIPAL"
1417,"030010","GACETA OFICIAL DE BOLIVIA",C21_origen_tramite,"GACETA OFICIAL DE BOLIVIA"
1418,"08102","JUZGADO DE INSTRUCCION MIXTO CAUTELAR Y LIQUIDADOR",C21_origen_tramite,"JUZGADO DE INSTRUCCION MIXTO CAUTELAR Y LIQUIDADOR"
1419,"090001",ALCALDIA,C21_origen_tramite,ALCALDIA
1420,"090002","AGENCIA ESTATAL DE VIVIENDA",C21_origen_tramite,"AGENCIA ESTATAL DE VIVIENDA"
1421,"090005",OTROS,C21_origen_tramite,OTROS
1422,"090006","DIRECCION NACIONAL DE IDENTIFICACION PERSONAL",C21_origen_tramite,"DIRECCION NACIONAL DE IDENTIFICACION PERSONAL"
1423,"090007","COMITE TECNICO DE ZONAS FRANCA",C21_origen_tramite,"COMITE TECNICO DE ZONAS FRANCA"
1424,"100001","CORTE SUPREMA DE JUSTICIA",C21_origen_tramite,"CORTE SUPREMA DE JUSTICIA"
1425,"100002","DERECHOS REALES",C21_origen_tramite,"DERECHOS REALES"
1426,"100003","CORTE NACIONAL ELECTORAL",C21_origen_tramite,"CORTE NACIONAL ELECTORAL"
1427,"100021","CONSEJO DE LA JUDICATURA",C21_origen_tramite,"CONSEJO DE LA JUDICATURA"
1428,"110000","TRIBUNAL CONSTITUCIONAL",C21_origen_tramite,"TRIBUNAL CONSTITUCIONAL"
1429,"110001","TRIBUNAL ARBITRAL",C21_origen_tramite,"TRIBUNAL ARBITRAL"
1430,"110003","FISCALIA GENERAL DE LA NACION",C21_origen_tramite,"FISCALIA GENERAL DE LA NACION"
1431,"110004","PROCURADURIA GENERAL DEL ESTADO",C21_origen_tramite,"PROCURADURIA GENERAL DEL ESTADO"
1432,"110007","TRIBUNAL MILITAR",C21_origen_tramite,"TRIBUNAL MILITAR"
1433,"110008","SERVICIO DE IMPUESTOS NACIONALES",C21_origen_tramite,"SERVICIO DE IMPUESTOS NACIONALES"
1434,"110009","ADUANA NACIONAL DE BOLIVIA",C21_origen_tramite,"ADUANA NACIONAL DE BOLIVIA"
1435,"110010","CONTRALORIA GENERAL DE LA REPUBLICA",C21_origen_tramite,"CONTRALORIA GENERAL DE LA REPUBLICA"
1436,"110011","YACIMIENTOS PETROLIFEROS FISCALES BOLIVIANOS",C21_origen_tramite,"YACIMIENTOS PETROLIFEROS FISCALES BOLIVIANOS"
1437,"110012","AGENCIA NACIONAL DE HIDROCARBUROS",C21_origen_tramite,"AGENCIA NACIONAL DE HIDROCARBUROS"
1438,"110013","INSTITUTO NACIONAL DE ESTADISTICA",C21_origen_tramite,"INSTITUTO NACIONAL DE ESTADISTICA"
1439,"110014","INSTITUTO NACIONAL DE REFORMA AGRARIA",C21_origen_tramite,"INSTITUTO NACIONAL DE REFORMA AGRARIA"
1440,"130000",MINISTERIO,C21_origen_tramite,MINISTERIO
1441,"130001","MINISTERIO DEL DESARROLLO ECONOMICO",C21_origen_tramite,"MINISTERIO DEL DESARROLLO ECONOMICO"
1442,"130002","MINISTERIO DE COMERCIO EXTERIO E INVERSION",C21_origen_tramite,"MINISTERIO DE COMERCIO EXTERIO E INVERSION"
1443,"130003","MINISTERIO DE GOBIERNO",C21_origen_tramite,"MINISTERIO DE GOBIERNO"
1444,"130004","MINISTERIO DE HACIEDA",C21_origen_tramite,"MINISTERIO DE HACIEDA"
1445,"130005","MINISTERIO DE EDUCACION CULTURA Y DEPORTES",C21_origen_tramite,"MINISTERIO DE EDUCACION CULTURA Y DEPORTES"
1446,"130006","MINISTERIO DE TRABAJO Y MICROEMPRESA",C21_origen_tramite,"MINISTERIO DE TRABAJO Y MICROEMPRESA"
1447,"130007","MINISTERIO DE LA PRESIDENCIA",C21_origen_tramite,"MINISTERIO DE LA PRESIDENCIA"
1448,"130008","MINISTERIO DE INFORMACIONES",C21_origen_tramite,"MINISTERIO DE INFORMACIONES"
1449,"130009","MINISTERIO DE SALUD Y PREVISION SOCIAL",C21_origen_tramite,"MINISTERIO DE SALUD Y PREVISION SOCIAL"
1450,"130010","MINISTERIO SIN CARTERA DE ASUNTOS CAMPESINOS Y AGRICULTURA",C21_origen_tramite,"MINISTERIO SIN CARTERA DE ASUNTOS CAMPESINOS Y AGRICULTURA"
1451,"130011","MINISTERIO SIN CARTERA",C21_origen_tramite,"MINISTERIO SIN CARTERA"
1452,"130012","MINISTERIO DE AERONAUTICA",C21_origen_tramite,"MINISTERIO DE AERONAUTICA"
1453,"130013","MINISTERIO DE DEFENSA",C21_origen_tramite,"MINISTERIO DE DEFENSA"
1454,"130014","MINISTERIO DE ENERGIA E HIDROCARBUROS",C21_origen_tramite,"MINISTERIO DE ENERGIA E HIDROCARBUROS"
1455,"130015","MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",C21_origen_tramite,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO"
1456,"130016","MINISTERIO DE DESARROLLO PRODUCTIVO Y ECONOMIA PLURAL",C21_origen_tramite,"MINISTERIO DE DESARROLLO PRODUCTIVO Y ECONOMIA PLURAL"
1457,"150000","SUPERINTENDENCIA GENERAL DEL SISTEMA DE REGULACIONES SECTORIAL",C21_origen_tramite,"SUPERINTENDENCIA GENERAL DEL SISTEMA DE REGULACIONES SECTORIAL"
1458,"150001","SUPERINTENDENCIA GENERAL DE RECURSOS GERARQUICOS",C21_origen_tramite,"SUPERINTENDENCIA GENERAL DE RECURSOS GERARQUICOS"
1459,"150002","SUPERINTENDENCIA GENERAL DE PENSIONES VALORES Y SEGUROS",C21_origen_tramite,"SUPERINTENDENCIA GENERAL DE PENSIONES VALORES Y SEGUROS"
1460,"150003","SUPERINTENDENCIA GENERAL DE RECURSOS NATURALES RENOVABLES",C21_origen_tramite,"SUPERINTENDENCIA GENERAL DE RECURSOS NATURALES RENOVABLES"
1461,"150004","SUPERINTENDENCIA DE HIDROCARBUROS",C21_origen_tramite,"SUPERINTENDENCIA DE HIDROCARBUROS"
1462,"150005","SUPERINTENDENCIA DE ELECTRICIDAD",C21_origen_tramite,"SUPERINTENDENCIA DE ELECTRICIDAD"
1463,"150006","SUPERINTENDENCIA DE TRANSPORTE",C21_origen_tramite,"SUPERINTENDENCIA DE TRANSPORTE"
1464,"150007","SUPERINTENDENCIA DE TELECOMUNICACIONES",C21_origen_tramite,"SUPERINTENDENCIA DE TELECOMUNICACIONES"
1465,"150008","SUPERINTENDENCIA DE SERVICIOS BASICOS",C21_origen_tramite,"SUPERINTENDENCIA DE SERVICIOS BASICOS"
1466,"150009","SUPERINTENDENCIA DE FORESTAL",C21_origen_tramite,"SUPERINTENDENCIA DE FORESTAL"
1467,"150010","SUPERINTENDENCIA AGRARIA",C21_origen_tramite,"SUPERINTENDENCIA AGRARIA"
1468,"150011","SUPERINTENDENCIA DE BANCOS Y ENTIDADES FINANCIERAS",C21_origen_tramite,"SUPERINTENDENCIA DE BANCOS Y ENTIDADES FINANCIERAS"
1469,"150012","SUPERINTENDENCIA NACIONAL DE SEGUROS Y REASEGUROS",C21_origen_tramite,"SUPERINTENDENCIA NACIONAL DE SEGUROS Y REASEGUROS"
1470,"150013","SUPERINTENDENCIA GENERAL DEL SISTEMA DE REGULACION FINANCIERA",C21_origen_tramite,"SUPERINTENDENCIA GENERAL DEL SISTEMA DE REGULACION FINANCIERA"
1471,"150014","SUPERINTENDENCIA DE SANEAMIENTO BASICO",C21_origen_tramite,"SUPERINTENDENCIA DE SANEAMIENTO BASICO"
1472,"160000","CAMARA DE SENADORES",C21_origen_tramite,"CAMARA DE SENADORES"
1473,"160001","CONGRESO NACIONAL",C21_origen_tramite,"CONGRESO NACIONAL"
